Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_114_562,VGND,li1,264.7300,320.9600,0.000670
FILLER_114_536,VGND,li1,252.3100,320.9600,0.000661
FILLER_114_533,VGND,li1,251.3900,320.9600,0.000661
FILLER_114_529,VGND,li1,249.5500,320.9600,0.000658
FILLER_114_526,VGND,li1,248.1700,320.9600,0.000654
FILLER_114_508,VGND,li1,239.4300,320.9600,0.000637
FILLER_114_483,VGND,li1,227.9300,320.9600,0.000593
FILLER_114_454,VGND,li1,215.0500,320.9600,0.000500
FILLER_114_451,VGND,li1,213.6700,320.9600,0.000500
FILLER_114_433,VGND,li1,204.9300,320.9600,0.000417
FILLER_114_417,VGND,li1,198.0300,320.9600,0.000370
FILLER_114_376,VGND,li1,178.7100,320.9600,0.000167
FILLER_114_373,VGND,li1,177.7900,320.9600,0.000167
FILLER_114_345,VGND,li1,164.9100,320.9600,0.000233
FILLER_114_309,VGND,li1,148.1200,320.9600,0.000292
FILLER_114_291,VGND,li1,139.6100,320.9600,0.000311
FILLER_114_288,VGND,li1,138.6900,320.9600,0.000311
FILLER_114_253,VGND,li1,122.1300,320.9600,0.000331
FILLER_114_197,VGND,li1,96.8300,320.9600,0.000310
FILLER_114_179,VGND,li1,88.0900,320.9600,0.000291
FILLER_114_176,VGND,li1,87.1700,320.9600,0.000291
FILLER_114_173,VGND,li1,85.7900,320.9600,0.000284
FILLER_114_170,VGND,li1,84.4100,320.9600,0.000284
FILLER_114_144,VGND,li1,72.2200,320.9600,0.000249
FILLER_114_141,VGND,li1,71.0700,320.9600,0.000240
FILLER_114_138,VGND,li1,69.4600,320.9600,0.000240
FILLER_114_128,VGND,li1,64.8600,320.9600,0.000224
FILLER_114_109,VGND,li1,56.1200,320.9600,0.000188
FILLER_114_106,VGND,li1,54.9700,320.9600,0.000176
FILLER_114_103,VGND,li1,53.5900,320.9600,0.000176
FILLER_114_100,VGND,li1,52.2100,320.9600,0.000168
FILLER_114_97,VGND,li1,50.8300,320.9600,0.000157
FILLER_114_94,VGND,li1,49.4500,320.9600,0.000157
FILLER_114_91,VGND,li1,48.0700,320.9600,0.000149
FILLER_114_88,VGND,li1,46.6900,320.9600,0.000139
FILLER_114_85,VGND,li1,45.3100,320.9600,0.000139
FILLER_114_83,VGND,li1,43.9300,320.9600,0.000130
FILLER_114_80,VGND,li1,43.0100,320.9600,0.000122
FILLER_114_77,VGND,li1,41.6300,320.9600,0.000122
FILLER_114_74,VGND,li1,40.2500,320.9600,0.000112
FILLER_114_71,VGND,li1,38.8700,320.9600,0.000103
FILLER_114_68,VGND,li1,37.4900,320.9600,0.000103
FILLER_114_65,VGND,li1,36.1100,320.9600,0.000093
FILLER_114_62,VGND,li1,34.7300,320.9600,0.000084
FILLER_114_59,VGND,li1,33.3500,320.9600,0.000084
FILLER_114_56,VGND,li1,31.9700,320.9600,0.000074
FILLER_114_53,VGND,li1,30.5900,320.9600,0.000066
FILLER_114_50,VGND,li1,29.2100,320.9600,0.000066
FILLER_114_47,VGND,li1,27.8300,320.9600,0.000057
FILLER_114_44,VGND,li1,26.4500,320.9600,0.000047
FILLER_114_41,VGND,li1,25.0700,320.9600,0.000047
FILLER_114_38,VGND,li1,23.6900,320.9600,0.000047
FILLER_114_35,VGND,li1,22.3100,320.9600,0.000048
FILLER_114_32,VGND,li1,20.9300,320.9600,0.000048
FILLER_114_29,VGND,li1,19.5500,320.9600,0.000048
FILLER_114_27,VGND,li1,18.1700,320.9600,0.000048
FILLER_114_24,VGND,li1,17.2500,320.9600,0.000048
FILLER_114_21,VGND,li1,15.8700,320.9600,0.000049
FILLER_114_18,VGND,li1,14.4900,320.9600,0.000049
FILLER_114_15,VGND,li1,13.1100,320.9600,0.000049
FILLER_114_12,VGND,li1,11.7300,320.9600,0.000049
FILLER_114_9,VGND,li1,10.3500,320.9600,0.000050
FILLER_114_6,VGND,li1,8.9700,320.9600,0.000050
FILLER_114_3,VGND,li1,7.5900,320.9600,0.000050
FILLER_113_685,VGND,li1,321.3100,320.9600,0.000671
FILLER_113_682,VGND,li1,319.9300,320.9600,0.000671
FILLER_113_679,VGND,li1,318.5500,320.9600,0.000671
FILLER_113_676,VGND,li1,317.1700,320.9600,0.000671
FILLER_113_673,VGND,li1,315.7900,320.9600,0.000671
FILLER_113_671,VGND,li1,314.4100,320.9600,0.000671
FILLER_113_668,VGND,li1,313.4900,320.9600,0.000671
FILLER_113_665,VGND,li1,312.1100,320.9600,0.000671
FILLER_113_662,VGND,li1,310.7300,320.9600,0.000671
FILLER_113_659,VGND,li1,309.3500,320.9600,0.000671
FILLER_113_656,VGND,li1,307.9700,320.9600,0.000671
FILLER_113_653,VGND,li1,306.5900,320.9600,0.000671
FILLER_113_650,VGND,li1,305.2100,320.9600,0.000671
FILLER_113_647,VGND,li1,303.8300,320.9600,0.000671
FILLER_113_644,VGND,li1,302.4500,320.9600,0.000671
FILLER_113_641,VGND,li1,301.0700,320.9600,0.000671
FILLER_113_638,VGND,li1,299.6900,320.9600,0.000671
FILLER_113_635,VGND,li1,298.3100,320.9600,0.000671
FILLER_113_632,VGND,li1,296.9300,320.9600,0.000671
FILLER_113_629,VGND,li1,295.5500,320.9600,0.000671
FILLER_113_626,VGND,li1,294.1700,320.9600,0.000671
FILLER_113_623,VGND,li1,292.7900,320.9600,0.000671
FILLER_113_620,VGND,li1,291.4100,320.9600,0.000671
FILLER_113_617,VGND,li1,290.0300,320.9600,0.000671
FILLER_113_614,VGND,li1,288.4200,320.9600,0.000671
FILLER_113_611,VGND,li1,287.2700,320.9600,0.000671
FILLER_113_608,VGND,li1,285.8900,320.9600,0.000671
FILLER_113_605,VGND,li1,284.5100,320.9600,0.000671
FILLER_113_602,VGND,li1,283.1300,320.9600,0.000671
FILLER_113_599,VGND,li1,281.7500,320.9600,0.000671
FILLER_113_596,VGND,li1,280.3700,320.9600,0.000671
FILLER_113_593,VGND,li1,278.9900,320.9600,0.000671
FILLER_113_590,VGND,li1,277.6100,320.9600,0.000671
FILLER_113_587,VGND,li1,276.2300,320.9600,0.000671
FILLER_113_584,VGND,li1,274.8500,320.9600,0.000671
FILLER_113_581,VGND,li1,273.4700,320.9600,0.000671
FILLER_113_578,VGND,li1,272.0900,320.9600,0.000671
FILLER_113_575,VGND,li1,270.7100,320.9600,0.000671
FILLER_113_572,VGND,li1,269.3300,320.9600,0.000671
FILLER_113_561,VGND,li1,264.2700,320.9600,0.000670
FILLER_113_559,VGND,li1,262.8900,320.9600,0.000670
FILLER_113_533,VGND,li1,250.9300,320.9600,0.000658
FILLER_113_530,VGND,li1,250.0100,320.9600,0.000658
FILLER_113_502,VGND,li1,236.9000,320.9600,0.000627
FILLER_113_499,VGND,li1,235.7500,320.9600,0.000627
FILLER_113_469,VGND,li1,221.7200,320.9600,0.000549
FILLER_113_466,VGND,li1,220.5700,320.9600,0.000549
FILLER_113_429,VGND,li1,203.3200,320.9600,0.000417
FILLER_113_426,VGND,li1,202.1700,320.9600,0.000397
FILLER_113_390,VGND,li1,185.3800,320.9600,0.000250
FILLER_113_371,VGND,li1,176.6400,320.9600,0.000181
FILLER_113_368,VGND,li1,175.4900,320.9600,0.000181
FILLER_113_284,VGND,li1,136.6200,320.9600,0.000315
FILLER_113_281,VGND,li1,135.4700,320.9600,0.000320
FILLER_113_243,VGND,li1,117.9900,320.9600,0.000330
FILLER_113_225,VGND,li1,109.2500,320.9600,0.000325
FILLER_113_215,VGND,li1,104.6500,320.9600,0.000322
FILLER_113_179,VGND,li1,88.3200,320.9600,0.000291
FILLER_113_176,VGND,li1,87.1700,320.9600,0.000291
FILLER_113_166,VGND,li1,82.3400,320.9600,0.000278
FILLER_113_140,VGND,li1,70.1500,320.9600,0.000240
FILLER_113_113,VGND,li1,57.9600,320.9600,0.000196
FILLER_113_102,VGND,li1,52.9000,320.9600,0.000168
FILLER_113_99,VGND,li1,51.7500,320.9600,0.000168
FILLER_113_96,VGND,li1,50.3700,320.9600,0.000157
FILLER_113_93,VGND,li1,48.9900,320.9600,0.000149
FILLER_113_90,VGND,li1,47.6100,320.9600,0.000149
FILLER_113_87,VGND,li1,46.2300,320.9600,0.000139
FILLER_113_84,VGND,li1,44.8500,320.9600,0.000130
FILLER_113_81,VGND,li1,43.4700,320.9600,0.000130
FILLER_113_78,VGND,li1,42.0900,320.9600,0.000122
FILLER_113_75,VGND,li1,40.7100,320.9600,0.000112
FILLER_113_72,VGND,li1,39.3300,320.9600,0.000112
FILLER_113_69,VGND,li1,37.9500,320.9600,0.000103
FILLER_113_66,VGND,li1,36.5700,320.9600,0.000093
FILLER_113_63,VGND,li1,35.1900,320.9600,0.000093
FILLER_113_60,VGND,li1,33.8100,320.9600,0.000084
FILLER_113_57,VGND,li1,32.4300,320.9600,0.000074
FILLER_113_55,VGND,li1,31.0500,320.9600,0.000074
FILLER_113_52,VGND,li1,30.1300,320.9600,0.000066
FILLER_113_49,VGND,li1,28.7500,320.9600,0.000057
FILLER_113_46,VGND,li1,27.3700,320.9600,0.000057
FILLER_113_43,VGND,li1,25.9900,320.9600,0.000047
FILLER_113_40,VGND,li1,24.6100,320.9600,0.000047
FILLER_113_37,VGND,li1,23.2300,320.9600,0.000047
FILLER_113_34,VGND,li1,21.8500,320.9600,0.000048
FILLER_113_31,VGND,li1,20.4700,320.9600,0.000048
FILLER_113_28,VGND,li1,19.0900,320.9600,0.000048
FILLER_113_25,VGND,li1,17.7100,320.9600,0.000048
FILLER_113_22,VGND,li1,16.3300,320.9600,0.000049
FILLER_113_19,VGND,li1,14.9500,320.9600,0.000049
FILLER_113_16,VGND,li1,13.5700,320.9600,0.000049
FILLER_113_13,VGND,li1,12.1900,320.9600,0.000049
FILLER_113_10,VGND,li1,10.8100,320.9600,0.000049
FILLER_113_7,VGND,li1,9.4300,320.9600,0.000050
FILLER_112_687,VGND,li1,321.7700,315.5200,0.000366
FILLER_112_684,VGND,li1,320.8500,315.5200,0.000366
FILLER_112_681,VGND,li1,319.4700,315.5200,0.000366
FILLER_112_678,VGND,li1,318.0900,315.5200,0.000366
FILLER_112_675,VGND,li1,316.7100,315.5200,0.000366
FILLER_112_672,VGND,li1,315.3300,315.5200,0.000366
FILLER_112_669,VGND,li1,313.9500,315.5200,0.000366
FILLER_112_666,VGND,li1,312.5700,315.5200,0.000366
FILLER_112_663,VGND,li1,311.1900,315.5200,0.000366
FILLER_112_660,VGND,li1,309.8100,315.5200,0.000366
FILLER_112_657,VGND,li1,308.4300,315.5200,0.000366
FILLER_112_654,VGND,li1,307.0500,315.5200,0.000366
FILLER_112_651,VGND,li1,305.6700,315.5200,0.000366
FILLER_112_648,VGND,li1,304.2900,315.5200,0.000366
FILLER_112_645,VGND,li1,302.9100,315.5200,0.000366
FILLER_112_643,VGND,li1,301.5300,315.5200,0.000366
FILLER_112_640,VGND,li1,300.6100,315.5200,0.000366
FILLER_112_637,VGND,li1,299.2300,315.5200,0.000366
FILLER_112_634,VGND,li1,297.8500,315.5200,0.000366
FILLER_112_631,VGND,li1,296.4700,315.5200,0.000366
FILLER_112_628,VGND,li1,295.0900,315.5200,0.000366
FILLER_112_625,VGND,li1,293.7100,315.5200,0.000366
FILLER_112_622,VGND,li1,292.3300,315.5200,0.000366
FILLER_112_619,VGND,li1,290.9500,315.5200,0.000366
FILLER_112_616,VGND,li1,289.5700,315.5200,0.000366
FILLER_112_613,VGND,li1,288.1900,315.5200,0.000366
FILLER_112_610,VGND,li1,286.8100,315.5200,0.000366
FILLER_112_607,VGND,li1,285.4300,315.5200,0.000366
FILLER_112_604,VGND,li1,284.0500,315.5200,0.000366
FILLER_112_601,VGND,li1,282.6700,315.5200,0.000366
FILLER_112_598,VGND,li1,281.2900,315.5200,0.000366
FILLER_112_595,VGND,li1,279.9100,315.5200,0.000366
FILLER_112_592,VGND,li1,278.5300,315.5200,0.000366
FILLER_112_589,VGND,li1,277.1500,315.5200,0.000366
FILLER_112_587,VGND,li1,275.7700,315.5200,0.000366
FILLER_112_584,VGND,li1,274.8500,315.5200,0.000366
FILLER_112_581,VGND,li1,273.4700,315.5200,0.000366
FILLER_112_578,VGND,li1,272.0900,315.5200,0.000366
FILLER_112_533,VGND,li1,250.9300,315.5200,0.000350
FILLER_112_497,VGND,li1,234.3700,315.5200,0.000320
FILLER_112_494,VGND,li1,233.4500,315.5200,0.000320
FILLER_112_473,VGND,li1,223.7900,315.5200,0.000289
FILLER_112_429,VGND,li1,203.3200,315.5200,0.000217
FILLER_112_418,VGND,li1,198.2600,315.5200,0.000199
FILLER_112_403,VGND,li1,191.1300,315.5200,0.000167
FILLER_112_382,VGND,li1,181.9300,315.5200,0.000125
FILLER_112_338,VGND,li1,161.2300,315.5200,0.000208
FILLER_112_309,VGND,li1,148.3500,315.5200,0.000278
FILLER_112_256,VGND,li1,123.5100,315.5200,0.000351
FILLER_112_253,VGND,li1,122.5900,315.5200,0.000355
FILLER_112_243,VGND,li1,117.5300,315.5200,0.000363
FILLER_112_178,VGND,li1,87.6300,315.5200,0.000332
FILLER_112_141,VGND,li1,71.0700,315.5200,0.000266
FILLER_112_138,VGND,li1,69.4600,315.5200,0.000266
FILLER_112_100,VGND,li1,52.2100,315.5200,0.000188
FILLER_112_97,VGND,li1,50.8300,315.5200,0.000177
FILLER_112_94,VGND,li1,49.4500,315.5200,0.000177
FILLER_112_91,VGND,li1,48.0700,315.5200,0.000168
FILLER_112_88,VGND,li1,46.6900,315.5200,0.000156
FILLER_112_85,VGND,li1,45.3100,315.5200,0.000156
FILLER_112_83,VGND,li1,43.9300,315.5200,0.000147
FILLER_112_80,VGND,li1,43.0100,315.5200,0.000138
FILLER_112_77,VGND,li1,41.6300,315.5200,0.000138
FILLER_112_74,VGND,li1,40.2500,315.5200,0.000127
FILLER_112_71,VGND,li1,38.8700,315.5200,0.000118
FILLER_112_68,VGND,li1,37.4900,315.5200,0.000118
FILLER_112_65,VGND,li1,36.1100,315.5200,0.000107
FILLER_112_62,VGND,li1,34.7300,315.5200,0.000098
FILLER_112_59,VGND,li1,33.3500,315.5200,0.000098
FILLER_112_56,VGND,li1,31.9700,315.5200,0.000089
FILLER_112_53,VGND,li1,30.5900,315.5200,0.000080
FILLER_112_50,VGND,li1,29.2100,315.5200,0.000071
FILLER_112_47,VGND,li1,27.8300,315.5200,0.000071
FILLER_112_44,VGND,li1,26.4500,315.5200,0.000059
FILLER_112_41,VGND,li1,25.0700,315.5200,0.000050
FILLER_112_38,VGND,li1,23.6900,315.5200,0.000050
FILLER_112_35,VGND,li1,22.3100,315.5200,0.000050
FILLER_112_32,VGND,li1,20.9300,315.5200,0.000051
FILLER_112_29,VGND,li1,19.5500,315.5200,0.000051
FILLER_112_25,VGND,li1,17.7100,315.5200,0.000051
FILLER_112_22,VGND,li1,16.3300,315.5200,0.000051
FILLER_112_19,VGND,li1,14.9500,315.5200,0.000051
FILLER_112_16,VGND,li1,13.5700,315.5200,0.000051
FILLER_112_13,VGND,li1,12.1900,315.5200,0.000052
FILLER_112_10,VGND,li1,10.8100,315.5200,0.000052
FILLER_112_7,VGND,li1,9.4300,315.5200,0.000052
FILLER_111_685,VGND,li1,321.3100,315.5200,0.000366
FILLER_111_682,VGND,li1,319.9300,315.5200,0.000366
FILLER_111_679,VGND,li1,318.5500,315.5200,0.000366
FILLER_111_676,VGND,li1,317.1700,315.5200,0.000366
FILLER_111_673,VGND,li1,315.7900,315.5200,0.000366
FILLER_111_671,VGND,li1,314.4100,315.5200,0.000366
FILLER_111_668,VGND,li1,313.4900,315.5200,0.000366
FILLER_111_665,VGND,li1,312.1100,315.5200,0.000366
FILLER_111_662,VGND,li1,310.7300,315.5200,0.000366
FILLER_111_659,VGND,li1,309.3500,315.5200,0.000366
FILLER_111_656,VGND,li1,307.9700,315.5200,0.000366
FILLER_111_653,VGND,li1,306.5900,315.5200,0.000366
FILLER_111_650,VGND,li1,305.2100,315.5200,0.000366
FILLER_111_647,VGND,li1,303.8300,315.5200,0.000366
FILLER_111_644,VGND,li1,302.4500,315.5200,0.000366
FILLER_111_641,VGND,li1,301.0700,315.5200,0.000366
FILLER_111_638,VGND,li1,299.6900,315.5200,0.000366
FILLER_111_635,VGND,li1,298.3100,315.5200,0.000366
FILLER_111_632,VGND,li1,296.9300,315.5200,0.000366
FILLER_111_629,VGND,li1,295.5500,315.5200,0.000366
FILLER_111_626,VGND,li1,294.1700,315.5200,0.000366
FILLER_111_623,VGND,li1,292.7900,315.5200,0.000366
FILLER_111_620,VGND,li1,291.4100,315.5200,0.000366
FILLER_111_617,VGND,li1,290.0300,315.5200,0.000366
FILLER_111_614,VGND,li1,288.4200,315.5200,0.000366
FILLER_111_611,VGND,li1,287.2700,315.5200,0.000366
FILLER_111_608,VGND,li1,285.8900,315.5200,0.000366
FILLER_111_605,VGND,li1,284.5100,315.5200,0.000366
FILLER_111_602,VGND,li1,283.1300,315.5200,0.000366
FILLER_111_599,VGND,li1,281.7500,315.5200,0.000366
FILLER_111_596,VGND,li1,280.3700,315.5200,0.000366
FILLER_111_593,VGND,li1,278.9900,315.5200,0.000366
FILLER_111_590,VGND,li1,277.6100,315.5200,0.000366
FILLER_111_587,VGND,li1,276.2300,315.5200,0.000366
FILLER_111_584,VGND,li1,274.8500,315.5200,0.000366
FILLER_111_581,VGND,li1,273.4700,315.5200,0.000366
FILLER_111_578,VGND,li1,272.0900,315.5200,0.000366
FILLER_111_575,VGND,li1,270.7100,315.5200,0.000366
FILLER_111_572,VGND,li1,269.3300,315.5200,0.000366
FILLER_111_569,VGND,li1,267.9500,315.5200,0.000366
FILLER_111_542,VGND,li1,255.0700,315.5200,0.000357
FILLER_111_505,VGND,li1,238.5100,315.5200,0.000330
FILLER_111_494,VGND,li1,233.2200,315.5200,0.000320
FILLER_111_468,VGND,li1,221.0300,315.5200,0.000278
FILLER_111_465,VGND,li1,220.1100,315.5200,0.000278
FILLER_111_447,VGND,li1,211.3700,315.5200,0.000243
FILLER_111_444,VGND,li1,210.4500,315.5200,0.000243
FILLER_111_433,VGND,li1,205.3900,315.5200,0.000225
FILLER_111_430,VGND,li1,204.0100,315.5200,0.000217
FILLER_111_410,VGND,li1,194.8100,315.5200,0.000184
FILLER_111_407,VGND,li1,193.4300,315.5200,0.000175
FILLER_111_396,VGND,li1,188.3700,315.5200,0.000156
FILLER_111_393,VGND,li1,186.9900,315.5200,0.000146
FILLER_111_389,VGND,li1,185.1500,315.5200,0.000136
FILLER_111_386,VGND,li1,183.7700,315.5200,0.000136
FILLER_111_375,VGND,li1,178.7100,315.5200,0.000107
FILLER_111_372,VGND,li1,177.3300,315.5200,0.000107
FILLER_111_340,VGND,li1,162.1500,315.5200,0.000198
FILLER_111_337,VGND,li1,161.2300,315.5200,0.000208
FILLER_111_317,VGND,li1,151.5700,315.5200,0.000260
